,Distributor Name,Sale Flag,Invoice No,Client Code,Client Name,Client Type,Brick Name,Team,Pack Code,Product,Description,Batch,Invoice Date,Units,Bonus,Discount,Price,Value Np
,PREMIER SALES PVT LTD-D.G.KHAN,S,244010,2580,ISMAIL MEDICAL STORE/BLOCK 18/,Retailer            ,DGK CITY-1-SAMINA CHOWK-DASTI PULL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,01/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,244010,2580,ISMAIL MEDICAL STORE/BLOCK 18/,Retailer            ,DGK CITY-1-SAMINA CHOWK-DASTI PULL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,01/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,247901,2659,KHAN MEDICAL STORE/DERA CHUNGI JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,20/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,247901,2659,KHAN MEDICAL STORE/DERA CHUNGI JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,20/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,246857,1781,MADINA SURGICAL TRADER/BALAKH SERWAR CITY (DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,15/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-D.G.KHAN,R,246857,1781,MADINA SURGICAL TRADER/BALAKH SERWAR CITY (DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,15/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,246730,2043,ARIF MEDICAL STORE(MEHARAY WALA)/MEHARAY WALA/,Retailer            ,DGK UP COUNTRY-1-RAJANPUR BELT-FAZILPUR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,15/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-D.G.KHAN,R,246730,2043,ARIF MEDICAL STORE(MEHARAY WALA)/MEHARAY WALA/,Retailer            ,DGK UP COUNTRY-1-RAJANPUR BELT-FAZILPUR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,15/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,247519,2214,UMER PHARMACY/CHOWK HASHIM TUNSA/,Retailer            ,DGK UP COUNTRY-2-TAUNSA BELT-TAUNSA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,18/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,247519,2214,UMER PHARMACY/CHOWK HASHIM TUNSA/,Retailer            ,DGK UP COUNTRY-2-TAUNSA BELT-TAUNSA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,18/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,245062,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,07/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-D.G.KHAN,S,246617,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV10001,EvoCheck,GM700S BGM Meter Kit,212510812           ,14/10/2025,1,0,0,4800,4800
,PREMIER SALES PVT LTD-D.G.KHAN,S,246617,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,14/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-D.G.KHAN,S,246617,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP           ,14/10/2025,4,2,0,3000,12000
,PREMIER SALES PVT LTD-D.G.KHAN,S,245062,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,07/10/2025,2,0,0,2241.36,4482.72
,PREMIER SALES PVT LTD-D.G.KHAN,S,248321,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV07201,Supercran,Sac. 10's,N3M023              ,21/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,246617,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV10001,EvoCheck,GM700S BGM Meter Kit,212510812           ,14/10/2025,0,0,0,4800,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,246617,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP           ,14/10/2025,0,0,0,3000,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,246617,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,14/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,245062,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,07/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,245062,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,07/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,248321,2320,UNITED PHARMACY/BLOCK 9 RAILY ROAD/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV07201,Supercran,Sac. 10's,N3M023              ,21/10/2025,-5,0,0,360.17,-1800.85
,PREMIER SALES PVT LTD-D.G.KHAN,S,244219,1949,AZIZ M/S/DAJJAL/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-DAJAL,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,02/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-D.G.KHAN,R,244219,1949,AZIZ M/S/DAJJAL/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-DAJAL,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,02/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,245511,1909,SANGHAR PLUS PHARMACY/VEHOVA ROAD OPPOSITE ALLIED BANK TUNSA/,Retailer            ,DGK UP COUNTRY-2-TAUNSA BELT-TAUNSA,Falcons,PV13201,Evo Joshanda,Sac. 30's,230032              ,08/10/2025,0,0,0,510,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,245511,1909,SANGHAR PLUS PHARMACY/VEHOVA ROAD OPPOSITE ALLIED BANK TUNSA/,Retailer            ,DGK UP COUNTRY-2-TAUNSA BELT-TAUNSA,Falcons,PV13201,Evo Joshanda,Sac. 30's,230032              ,08/10/2025,-2,0,0,510,-1020
,PREMIER SALES PVT LTD-D.G.KHAN,S,0,917,PAKISTAN  PHARMACY/HOSPITAL ROAD JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,16/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,0,917,PAKISTAN  PHARMACY/HOSPITAL ROAD JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,16/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,244854,41,AL-MAKKAH PHARMCEY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,06/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-D.G.KHAN,R,244854,41,AL-MAKKAH PHARMCEY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,06/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,244759,2277,DR-ZUBAIR KARIM/JAMPUR/,Doctor              ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,06/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,244759,2277,DR-ZUBAIR KARIM/JAMPUR/,Doctor              ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,06/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,245481,2445,KALEEM JANJUA PHARMACY/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,09/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,245481,2445,KALEEM JANJUA PHARMACY/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,09/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,247177,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,16/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-D.G.KHAN,S,247177,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,16/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-D.G.KHAN,S,245606,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV10001,EvoCheck,GM700S BGM Meter Kit,212510812           ,09/10/2025,0,0,0,4800,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,244800,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,06/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-D.G.KHAN,S,245606,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,09/10/2025,2,0,0,2241.36,4482.72
,PREMIER SALES PVT LTD-D.G.KHAN,R,245606,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV10001,EvoCheck,GM700S BGM Meter Kit,212510812           ,09/10/2025,0,0,0,4800,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,247177,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,16/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,244800,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,06/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,247177,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,16/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,245606,2651,DILSHAD PHARMACY/BLOCK 2 SADAR BAZAR/,Retailer            ,DGK CITY-2-SADDAR BAZAR-SADAR BAZAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,09/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,247727,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,20/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,S,244870,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,06/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-D.G.KHAN,S,246226,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,13/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-D.G.KHAN,S,247354,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,17/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,S,244870,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,06/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-D.G.KHAN,R,244870,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,06/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,247727,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,20/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,244870,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,06/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,246226,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,13/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,247354,1310,AL SIRAJ SURGICAL TRADERS/BALAKH SERWAR/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,17/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,247541,393,NEW CITY + PHARMACY/RAILWAY ROAD (DGKHAN)/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,18/10/2025,3,0,0,1450.85,4352.55
,PREMIER SALES PVT LTD-D.G.KHAN,S,244590,393,NEW CITY + PHARMACY/RAILWAY ROAD (DGKHAN)/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,04/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,S,247541,393,NEW CITY + PHARMACY/RAILWAY ROAD (DGKHAN)/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212511505           ,18/10/2025,3,0,0,2241.36,6724.08
,PREMIER SALES PVT LTD-D.G.KHAN,R,247541,393,NEW CITY + PHARMACY/RAILWAY ROAD (DGKHAN)/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,18/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,247541,393,NEW CITY + PHARMACY/RAILWAY ROAD (DGKHAN)/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212511505           ,18/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,244590,393,NEW CITY + PHARMACY/RAILWAY ROAD (DGKHAN)/,Retailer            ,DGK CITY-2-SADDAR BAZAR-RAILWAY ROAD PULLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,04/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,248601,2338,AL-RASHEED PHARMACY/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031576             ,23/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,S,245478,2338,AL-RASHEED PHARMACY/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,09/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,248601,2338,AL-RASHEED PHARMACY/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031576             ,23/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,245478,2338,AL-RASHEED PHARMACY/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,09/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,0,2047,SALEEM PLUS PHARMACY/PAIGHAN CHOWK PAIGHAN/,Retailer            ,DGK UP COUNTRY-1-CHOTI BELT-CHOTI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,15/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-D.G.KHAN,R,0,2047,SALEEM PLUS PHARMACY/PAIGHAN CHOWK PAIGHAN/,Retailer            ,DGK UP COUNTRY-1-CHOTI BELT-CHOTI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,15/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,247346,53,SHEHZAD PHARMACY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,17/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,S,245499,53,SHEHZAD PHARMACY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,08/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-D.G.KHAN,S,247346,53,SHEHZAD PHARMACY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212511505           ,17/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-D.G.KHAN,R,247346,53,SHEHZAD PHARMACY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,17/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,247346,53,SHEHZAD PHARMACY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212511505           ,17/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,245499,53,SHEHZAD PHARMACY/BALKAH SARWAR(DGKHAN)/,Retailer            ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 157-AC          ,08/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,248479,2390,RAUF PHARMACY/CHOTI ZARIN/,Retailer            ,DGK UP COUNTRY-1-CHOTI BELT-CHOTI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,22/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,248479,2390,RAUF PHARMACY/CHOTI ZARIN/,Retailer            ,DGK UP COUNTRY-1-CHOTI BELT-CHOTI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,22/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,248048,971,AL-MUSTAFA PHARMACY +/HOSPITAL ROAD(RAJAN PUR)/,Retailer            ,DGK UP COUNTRY-1-RAJANPUR BELT-RAJANPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,21/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,248048,971,AL-MUSTAFA PHARMACY +/HOSPITAL ROAD(RAJAN PUR)/,Retailer            ,DGK UP COUNTRY-1-RAJANPUR BELT-RAJANPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,21/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,244468,1504,DR-AMIR SAEED/CITY HOSPITAL ROAD (DGKHAN)/,Doctor              ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV07201,Supercran,Sac. 10's,N5A024              ,03/10/2025,4,1,0,360.17,1440.68
,PREMIER SALES PVT LTD-D.G.KHAN,R,244468,1504,DR-AMIR SAEED/CITY HOSPITAL ROAD (DGKHAN)/,Doctor              ,DGK CITY-2-BALKH SARWAR-BALAKH SARWAR,Falcons,PV07201,Supercran,Sac. 10's,N5A024              ,03/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,245506,950,NEW GHANI M/S/FAZIL PUR/,Retailer            ,DGK UP COUNTRY-1-RAJANPUR BELT-FAZILPUR,Falcons,PV07201,Supercran,Sac. 10's,N3M023              ,08/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,245506,950,NEW GHANI M/S/FAZIL PUR/,Retailer            ,DGK UP COUNTRY-1-RAJANPUR BELT-FAZILPUR,Falcons,PV07201,Supercran,Sac. 10's,N3M023              ,08/10/2025,-2,0,0,360.17,-720.34
,PREMIER SALES PVT LTD-D.G.KHAN,S,0,2575,YOUNIS MEDICAL STORE/NEAR GRIG STATION DAJAL/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-DAJAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,09/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,R,0,2575,YOUNIS MEDICAL STORE/NEAR GRIG STATION DAJAL/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-DAJAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,09/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,S,247040,2595,MADINA MUNAWARA MEDICAL STORE/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,16/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-D.G.KHAN,S,247898,2595,MADINA MUNAWARA MEDICAL STORE/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP           ,20/10/2025,2,1,0,3000,6000
,PREMIER SALES PVT LTD-D.G.KHAN,R,247040,2595,MADINA MUNAWARA MEDICAL STORE/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,16/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-D.G.KHAN,R,247898,2595,MADINA MUNAWARA MEDICAL STORE/JAMPUR/,Retailer            ,DGK UP COUNTRY-1-JAMPUR BELT-JAMPUR,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP           ,20/10/2025,0,0,0,3000,0
